Country Name,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Myanmar,50.7829482,150.4078289,1161.305962,1195.9378,1238.72871,1224.562343,1161.861778,1175.202557,1274.915657,1295.201448,1477.45287,1209.926942
Namibia,2037.927013,2156.098944,6017.157069,5463.017361,5544.097423,4965.68086,4614.881721,5453.570622,5687.399093,5126.176144,4251.172766,4865.557765
Nauru,..,..,9280.658894,9210.009692,9566.21254,7736.223636,8719.366526,9361.383343,10400.98907,9786.026526,9307.886768,10648.14139
Nepal,184.9237558,223.7118919,794.0927699,809.3846006,827.744346,882.3074488,880.2244881,1027.965486,1161.534374,1185.682675,1139.190277,1208.218534
Netherlands,21290.86038,26214.49855,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52162.57012,57767.87881
New Caledonia,14800.79125,16039.17388,37294.02726,38503.26306,39675.58194,32428.58249,32286.91529,33874.92376,36312.72787,34797.51866,34800.75951,37159.54677
New Zealand,13663.02162,13641.10272,39973.38076,42976.64959,44572.89875,38630.72659,40058.19616,42924.9956,43250.44097,42865.23364,41596.5055,48781.02663
Nicaragua,238.7650098,996.897852,1746.425626,1794.786575,1913.521348,2025.324776,2079.448266,2127.280585,1981.85912,1890.273065,1863.109257,2045.535402
Niger,419.6038769,192.8777195,525.047324,548.1578755,560.7545092,481.1112995,497.0361334,514.5433128,567.3308067,550.9635555,564.8220018,590.6294548
Nigeria,567.5179022,565.3043172,2728.022683,2976.756736,3200.953146,2679.554765,2144.779938,1941.879485,2125.834282,2204.181574,2074.613928,2065.749068
North Macedonia,2299.044329,1861.898065,4728.308142,5241.058345,5495.735049,4861.553971,5149.589074,5450.492881,6108.740108,6070.388054,5965.450232,6694.641126
Northern Mariana Islands,..,..,14247.7893,14806.00679,16044.43073,17665.10075,24054.91561,30751.64107,25882.63359,23707.32881,..,..
Norway,28242.94374,38131.46061,101524.1419,102913.4508,97019.18275,74355.51586,70460.56053,75496.75406,82267.80932,75719.7529,67329.67779,89154.27609
Oman,6475.41707,8321.393867,24722.63882,23563.9406,23121.20638,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227,16707.62301,19509.46646
Pakistan,346.6685155,531.3064961,1109.679115,1126.041261,1173.392454,1282.443153,1468.821421,1567.640986,1620.742857,1437.165907,1322.315036,1505.010193
Palau,..,7416.480787,11835.38393,12418.82617,13580.00674,15761.36338,16743.37674,16011.66115,15948.27586,15567.09087,14016.2475,12083.88815
Panama,2626.14328,4099.00654,10767.29318,11932.28622,12837.24796,13669.55944,14382.23238,15185.97248,15588.33733,15826.08235,12569.17154,14617.60448
Papua New Guinea,833.053995,639.2791999,2653.153909,2578.510135,2742.233338,2502.084291,2332.69748,2495.131383,2584.298769,2593.80465,2446.066306,2672.94579
Paraguay,1431.8392,1728.340743,5617.104918,6410.814703,6629.416993,5861.401895,5759.042198,6136.058301,6242.961454,5807.838794,5353.348065,5891.499965
Peru,1194.548302,1941.31826,6475.68607,6697.185268,6614.933339,6180.194957,6163.791026,6676.284221,6912.110297,6955.809959,6056.343903,6621.574336
Philippines,820.4871803,1073.263222,2671.777205,2847.566937,2935.925556,2974.299531,3038.149734,3077.43564,3194.674521,3413.847924,3224.422551,3460.530963
Poland,1731.209531,4501.454067,13010.92339,13558.41406,14182.1375,12560.05142,12378.75944,13815.6218,15504.58048,15699.91135,15816.9894,17999.90995
Portugal,7884.617988,11526.37207,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22242.40642,24567.50927
Puerto Rico,8652.507492,16192.12697,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.76057,31615.06679,32916.8668,31393.90737,32640.71034
Qatar,16664.83143,27494.77133,98041.36224,97630.82552,93126.14946,66984.9102,58467.23557,59407.69805,66264.08117,62637.27511,52315.66008,66838.35743
Romania,1680.705623,1659.90764,8930.729912,9497.25499,10031.26727,8976.880535,9404.341874,10727.94969,12494.47747,12958.07556,13047.43206,14858.22943
Russian Federation,3492.710205,1771.594116,15420.875,15974.64453,14095.64844,9313.013672,8704.898438,10720.33301,11287.36035,11536.25098,10169.08691,12194.77734
Rwanda,348.387822,254.9423708,705.7597558,704.0562899,724.3521744,733.4411218,728.43449,756.5476411,769.4373107,806.8799811,774.6892594,822.3479886
Samoa,747.7808483,1406.765683,3902.391701,3989.860174,3948.801128,4048.513876,4105.834468,4261.653789,4188.988532,4308.272753,4042.751224,3857.318464
San Marino,..,37473.78698,48435.94253,50438.39002,50135.48458,42281.64347,43399.4583,44885.79714,48462.96032,47287.39839,45320.20872,..
Sao Tome and Principe,..,..,1319.900833,1551.192905,1754.600471,1571.49854,1688.375303,1805.524651,1950.629352,1991.738264,2161.310196,2360.543554
Saudi Arabia,7349.704073,8795.261339,23878.58529,23716.26062,23543.56634,19977.79469,19300.05001,20138.14633,23318.73817,22430.23823,19539.56581,23185.87079
Senegal,980.7545188,619.6421035,1334.726015,1391.532257,1417.095074,1238.126396,1290.750004,1385.199333,1484.239673,1462.354333,1490.203137,1636.893209
Serbia,..,914.7857199,6015.945228,6755.073675,6600.056809,5588.980728,5765.200762,6292.543629,7252.401858,7417.203649,7733.802869,9230.178316
Seychelles,5302.843727,7578.851053,11998.4472,14764.93927,15188.22876,15157.53029,15740.13032,16416.77619,16910.68818,17253.50566,12808.98747,14653.30939
Sierra Leone,150.1934224,138.7139416,560.0373997,706.452664,702.3353794,576.7402317,490.3705888,484.4464498,519.6500156,506.6068944,493.4787775,480.0392113
Singapore,11861.75616,23852.32703,55546.48854,56967.42579,57562.53079,55646.61875,56860.41324,61150.7272,66859.33834,65831.18943,60729.45035,72794.00302
Sint Maarten (Dutch part),..,..,28460.33262,27942.88054,33043.68838,32274.89055,31616.6817,29369.05683,28988.25921,..,..,..
Slovak Republic,2405.53516,5426.624281,17498.3539,18276.00955,18719.98814,16390.88217,16563.4405,17585.197,19486.39368,19383.48104,19545.74282,21391.92533
Slovenia,..,10201.30354,22641.80512,23503.28249,24247.17332,20890.16643,21678.35947,23514.02546,26123.74713,26016.07868,25545.241,29291.40062
Solomon Islands,662.8527486,976.4342171,2087.518739,2208.095867,2235.747344,2134.802451,2196.270903,2283.576156,2450.484428,2398.772757,2222.465636,2304.844567
Somalia,131.023239,..,..,356.1179025,377.5573872,387.6079944,387.1866816,377.349072,379.9860027,405.7867633,416.2177747,446.9815596
South Africa,3160.878365,3241.674475,8173.869138,7441.230854,6965.137897,6204.929901,5735.066787,6734.475153,7048.522211,6688.787271,5741.643129,7055.044776
South Sudan,..,..,1114.923723,1659.140787,1245.149311,1071.777765,..,..,..,..,..,..
Spain,13804.87679,14749.68742,28322.94659,29077.18206,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26959.67544,30103.51373
Sri Lanka,463.6187388,869.696285,3449.066903,3740.616792,3971.918675,4060.131785,4150.934408,4401.056075,4360.583634,4082.69462,3893.841515,4013.687657
St. Kitts and Nevis,5346.472568,9275.989746,17311.61878,18325.96578,19945.47017,20025.96235,21095.25404,22160.44861,22547.91799,23219.33142,18566.09559,18082.61019
St. Lucia,4073.264627,5846.975502,9271.659491,9569.122192,10007.14688,10290.37891,10574.38891,11270.47161,11563.83747,11726.76977,8458.162761,9414.226231
St. Martin (French part),..,..,..,..,21920.83919,..,..,..,..,..,..,..
St. Vincent and the Grenadines,2136.839516,3760.080457,6754.370184,7117.554763,7210.616623,7386.737595,7684.779208,8030.585057,8399.694011,8674.371009,8335.256476,8666.387041
Sudan,1301.819092,378.1611633,1797.379761,1834.545898,2075.989014,2226.421631,2614.300293,3188.75,769.8691406,748.0109253,608.3325195,751.8213501
Suriname,940.9917724,1978.446611,8922.956186,9124.541093,9199.177893,8907.751222,5705.426967,6112.851175,6730.846883,6690.044786,4796.533314,4869.134226
Sweden,30593.67244,29624.91267,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974,52837.90398,61028.73806
Switzerland,39574.53981,38865.02194,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85217.36915,84121.93103,85656.32267,91991.60046
Syrian Arab Republic,1926.384607,4941.852597,1910.604526,993.7398831,1071.234204,857.4978675,664.3416723,862.3190638,1104.392448,1116.679246,533.3852317,..
Tajikistan,485.7580213,137.1786057,959.361905,1038.327981,1094.422736,970.3652238,801.3912831,844.3693648,850.6685075,889.0202624,852.3336702,897.0475103
Tanzania,167.1445618,399.4511414,854.5432129,955.2189331,1012.766907,928.8064575,942.4729614,976.2122192,1010.937622,1052.021729,1042.09668,1099.287598
Thailand,1545.274687,2004.107209,5748.631241,6041.12746,5822.383699,5708.796925,5854.461088,6436.791746,7124.564544,7630.03961,6990.935503,7066.190546
Timor-Leste,..,417.9241996,1019.964868,1201.423581,1221.53427,1322.300913,1347.926336,1283.52585,1239.366122,1584.263844,1660.30834,2741.393931
Togo,420.1366828,297.8994971,559.1904856,608.1503504,627.7094023,559.4457465,787.2801816,814.4199071,883.8678323,875.9326592,897.1945754,973.2061291
Tonga,1150.281297,1996.52654,4378.654196,4208.122358,4125.436835,4117.960717,3978.356954,4367.302044,4649.57939,4879.017342,4606.064552,4426.000637
Trinidad and Tobago,4001.522284,6120.942704,18961.23359,19821.52865,20327.98346,18389.53103,15991.10879,16094.66678,16164.16133,15690.9631,13871.79822,16032.50277
Tunisia,1456.224489,2170.481751,4233.894568,4308.22693,4398.573922,3960.97533,3796.16792,3569.755725,3577.124412,3477.883777,3497.68141,3807.13915
Turkiye,2773.652478,4278.39313,11697.48051,12507.59451,12020.58264,10851.95413,10734.37997,10464.1014,9400.778214,9103.043375,8561.070948,9661.235975
Turkmenistan,856.9514881,635.7143118,6441.886618,7049.797505,7685.509859,6208.296655,6163.253406,6354.53283,6721.34954,7344.648233,..,..
Turks and Caicos Islands,..,..,22666.40691,22451.56873,24040.87466,25783.2941,26995.03216,25659.19586,26831.97146,27795.14856,20882.26127,20908.5827
Tuvalu,961.0594359,1564.039376,3624.988042,3537.048335,3556.261118,3384.357776,3836.112926,4175.993524,4401.131201,4949.173888,4973.774561,5632.002993
Uganda,244.754047,257.8296057,796.711135,819.7578809,897.5097424,864.1800623,753.6844086,766.1776058,793.1280811,823.1389505,846.7672013,883.8920323
Ukraine,1568.536621,658.3486328,4004.804443,4187.739746,3104.643311,2124.662354,2187.730469,2638.326172,3096.561768,3661.456299,3751.740723,4835.571777
United Arab Emirates,26682.84981,31855.5006,44386.78608,45729.60768,46865.9646,41525.1389,41054.53957,43063.96748,46722.26872,45376.17084,37629.17417,44315.55418
United Kingdom,19095.467,28290.9725,42485.58607,43449.09172,47447.58893,45071.07432,41146.07736,40621.33448,43306.3083,42747.08046,40318.55757,46510.28278
United States,23888.60001,36329.95607,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59907.75426,62823.30944,65120.39466,63530.63348,70248.629
Uruguay,2983.254365,6932.47355,15206.87262,17015.13476,16875.50619,15655.937,16766.42526,18769.78752,18825.28381,17859.9315,15619.54266,17313.18835
Uzbekistan,651.4192061,558.2268024,2267.623275,2419.718703,2628.460008,2753.971072,2704.677188,1916.764642,1597.068337,1784.009816,1749.655815,1983.064723
Vanuatu,1119.280015,1416.197367,2906.342461,2877.444528,2861.202182,2643.886085,2757.203306,3032.197958,3076.835315,3076.589886,2877.520173,2996.621062
"Venezuela, RB",2460.60207,4795.399668,12937.9276,12433.98079,15975.72938,..,..,..,..,..,..,..
Vietnam,96.71929574,394.5831366,2190.232284,2367.499539,2558.778924,2595.234979,2760.717105,2992.071742,3267.225009,3491.091274,3586.347302,3756.489121
Virgin Islands (U.S.),..,..,37795.31926,34597.97669,33045.36438,34007.35294,35324.97489,35365.0693,36653.86305,38596.03071,39552.1686,..
West Bank and Gaza,..,1476.17185,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3663.969055
"Yemen, Rep.",422.2107022,518.1486727,1349.990295,1497.747941,1557.601406,1488.416482,1069.817122,893.7165729,701.7148778,..,..,..
Zambia,427.4064535,364.0312943,1729.647471,1840.320553,1724.57622,1307.909649,1249.923143,1495.752138,1475.204538,1268.120941,956.8313639,1137.343633
Zimbabwe,868.4901749,565.2843897,1290.193956,1408.36781,1407.034293,1410.329174,1421.787789,1192.107012,2269.177012,1421.868596,1372.696674,1773.920411
Africa Eastern and Southern,817.148591,706.9920615,1760.216229,1731.795976,1719.80919,1540.850354,1432.111827,1613.788555,1550.180567,1500.229274,1353.76916,1537.336021
Africa Western and Central,589.158849,520.7865838,1953.407033,2149.295219,2243.271464,1876.623483,1645.023767,1585.91193,1731.311792,1749.303317,1683.436391,1757.030626
Arab World,2850.818507,2842.619272,7327.268826,7307.373017,7276.428999,6245.787785,6062.681557,6132.428354,6474.29534,6384.390492,5544.630918,6266.359916
Caribbean small states,2995.969535,5246.595612,10417.9382,10542.78615,10711.77911,10473.83445,9781.008816,10075.83072,10353.11645,10429.33204,8851.424959,10063.6913
Central Europe and the Baltics,2314.257103,3949.137595,13075.72899,13662.24109,14132.76797,12520.33649,12781.93211,14224.85778,16086.31826,16358.47415,16293.80003,18751.02651
Early-demographic dividend,911.3206692,1354.979261,3346.10889,3344.655796,3411.096711,3199.519646,3257.901212,3472.697624,3467.178198,3489.131061,3214.580805,3702.692786
East Asia & Pacific,2605.908501,4089.051612,9435.961663,9468.439894,9694.448785,9586.901027,9854.946329,10452.71904,11310.49888,11482.53168,11475.46251,13041.78119
East Asia & Pacific (excluding high income),416.7695401,954.6574188,5376.041081,5882.272406,6291.464864,6501.868829,6591.282343,7149.207647,7944.551234,8169.167837,8262.479253,9771.648206
East Asia & Pacific (IDA & IBRD countries),421.6313923,965.6697618,5436.750237,5948.440949,6362.011869,6574.564656,6664.796033,7228.762666,8032.798909,8259.795605,8354.065182,9880.09607
Euro area,18903.28296,20215.55369,37594.92275,39119.97733,39913.12512,34388.81001,35164.06706,37157.11326,40045.56602,39182.54834,38159.72991,42450.15377
Europe & Central Asia,10522.88867,11666.83285,25090.21598,26086.27231,26316.59931,22556.57364,22379.64835,23643.40045,25243.79473,24870.26199,23984.27873,27152.47123
Europe & Central Asia (excluding high income),2467.884248,1788.427329,10208.46535,10750.45007,9890.461057,7458.335046,7044.336289,7864.645065,7994.780168,8129.886017,7441.465307,8758.938553
Europe & Central Asia (IDA & IBRD countries),2383.554528,2051.850147,10421.18833,10962.46635,10294.98687,7993.440052,7640.691289,8532.434867,8870.39705,9019.717374,8423.196002,9842.052265
European Union,15461.04894,16947.59566,33170.5131,34564.11568,35278.80769,30484.52789,31175.15052,33089.22846,35751.21997,35079.46915,34330.36653,38411.06278
Fragile and conflict affected situations,1141.832132,858.5533867,2307.624198,2338.125255,2423.836896,1893.119417,1735.310519,1795.56953,1847.0764,1874.072016,1705.626499,1784.734325
Heavily indebted poor countries (HIPC),449.9456457,370.9637032,906.5851401,981.0037191,1012.26718,955.0072656,973.8349715,1049.988817,972.5576407,978.7939702,958.6740521,1035.892553
High income,18488.93496,25208.19982,41493.91585,41764.53623,42419.54493,39819.18787,40441.43896,42081.11098,44527.61041,44723.92894,43415.67668,48225.24121
IBRD only,1028.890774,1463.132234,5571.16912,5814.995929,5949.805668,5517.283336,5507.232725,6023.292324,6352.347013,6435.953319,6149.370601,7221.406351
IDA & IBRD total,912.4180668,1253.734737,4516.675707,4711.294434,4822.014271,4472.230729,4454.585672,4837.052381,5074.964137,5124.48713,4887.269611,5682.466677
IDA blend,514.373933,557.3761309,1833.192454,1953.690169,2083.183745,1930.460187,1818.404972,1751.50761,1874.947566,1827.168474,1719.895065,1842.771049
IDA only,396.2879719,455.596662,925.9546027,983.1487613,1027.806918,1010.960962,1064.965744,1145.340848,1115.492791,1149.25489,1143.306896,1216.372989
IDA total,435.4200554,489.1932065,1234.41034,1312.943936,1386.123244,1322.641096,1319.699038,1349.766617,1371.081822,1376.908798,1336.564883,1426.028713
Late-demographic dividend,1061.856825,1664.67802,7988.690473,8541.232473,8812.261816,8213.123373,8183.327047,9021.965927,9839.4686,9979.254112,9706.843103,11465.85777
Latin America & Caribbean,2508.663429,4398.050238,10217.2777,10357.16561,10451.52527,8645.270953,8363.65857,9201.46648,8916.089485,8707.187368,7289.957037,8327.60519
Latin America & Caribbean (excluding high income),2426.888755,4198.972646,9686.90536,9834.53013,9775.567348,8223.39455,7909.628222,8729.183063,8384.845373,8181.622747,6789.39265,7728.033309
Latin America & the Caribbean (IDA & IBRD countries),2434.353375,4310.641224,10144.34458,10280.42372,10369.91805,8497.455941,8199.168618,9050.943468,8754.293268,8526.265783,7081.447046,8108.91587
Least developed countries: UN classification,354.256876,328.1379149,946.225641,1006.738673,1056.017619,998.5999093,1013.255037,1104.768798,1063.336227,1090.003286,1082.592407,1150.030148
Low & middle income,883.18939,1186.30345,4339.404766,4532.579112,4626.475638,4329.539892,4311.917946,4678.539247,4898.945053,4950.734179,4722.094864,5491.92212
Low income,453.497001,476.9333947,773.2919125,774.1018076,806.6130075,778.1358089,751.6942892,819.6388854,686.582604,704.491274,669.6593059,704.5087865
Lower middle income,519.6282748,618.1402083,2115.538587,2118.638431,2176.236751,2088.220787,2169.419723,2297.949456,2323.931742,2386.488589,2268.982746,2572.705144
Middle East & North Africa,3144.369928,3271.482947,8759.651288,8433.603049,8321.76577,7183.074513,7111.156241,7251.827736,7476.772457,7338.014016,6490.436968,7562.825078
Middle East & North Africa (excluding high income),2216.07177,1873.954658,4929.641609,4445.600648,4317.813096,3805.684009,3832.818509,3739.153088,3491.192578,3439.304335,3091.588262,3565.239343
Middle East & North Africa (IDA & IBRD countries),2215.442483,1878.091589,4950.681663,4458.427725,4328.807203,3811.777672,3836.31969,3740.519986,3490.367204,3436.75972,3089.912688,3564.066025
Middle income,917.1259131,1248.929269,4716.359075,4934.979442,5040.8028,4720.150396,4709.368042,5116.240783,5384.002157,5448.65078,5206.168295,6074.084921
North America,23645.61431,35151.3296,51881.17089,53234.1501,54714.47093,55452.42138,56312.43488,58423.88588,61174.77734,63198.70132,61451.97615,68369.66279
Not classified,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,17017.73385,23026.09771,37238.62736,37492.02939,38000.94309,35599.08004,36049.37851,37403.38787,39348.31436,39531.66035,38326.8576,42446.85932
Other small states,3057.694252,4275.743529,14983.36506,15301.16205,15443.89338,12502.09538,12087.12239,12894.07583,14062.50398,13540.40029,11683.18606,13878.81484
Pacific island small states,1325.659284,1687.738586,3482.423714,3584.582822,3853.595137,3724.591674,3867.741699,4128.474923,4283.741566,4233.413675,3707.310581,3643.845437
Post-demographic dividend,19060.32815,25861,42286.91724,42520.79685,43165.55148,40638.37581,41369.93372,42968.44781,45382.30693,45700.93813,44474.54975,49223.59503
Pre-demographic dividend,942.5195153,501.4584267,1704.427151,1814.841474,1871.195465,1552.545033,1378.604214,1428.320258,1447.042673,1455.60148,1331.076064,1411.45927
Small states,2920.509717,4312.750677,13379.80995,13662.87375,13836.88053,11585.64515,11163.9733,11854.01603,12808.19088,12427.57674,10702.96169,12588.92779
South Asia,356.627267,447.9502325,1347.918095,1364.83101,1475.727029,1523.697807,1675.575511,1887.92183,1920.208396,1962.802875,1852.300088,2149.821595
South Asia (IDA & IBRD),356.627267,447.9502325,1347.918095,1364.83101,1475.727029,1523.697807,1675.575511,1887.92183,1920.208396,1962.802875,1852.300088,2149.821595
Sub-Saharan Africa,723.8959593,630.311753,1838.309335,1901.053868,1931.995644,1676.894219,1518.368969,1602.491571,1623.575743,1601.121764,1487.259153,1626.277926
Sub-Saharan Africa (excluding high income),723.2783157,629.4655267,1837.344364,1899.84226,1930.761634,1675.645616,1517.06936,1601.156865,1622.221534,1599.759186,1486.29081,1625.183118
Sub-Saharan Africa (IDA & IBRD countries),723.8959593,630.311753,1838.309335,1901.053868,1931.995644,1676.894219,1518.368969,1602.491571,1623.575743,1601.121764,1487.259153,1626.277926
Upper middle income,1335.202051,1967.787974,8021.73367,8538.428766,8730.059934,8132.28571,8025.2348,8820.949493,9435.780828,9534.005113,9157.820016,10828.05069
World,4304.097258,5507.46287,10573.06453,10735.26132,10896.2156,10153.78077,10205.8488,10741.48551,11284.18325,11319.75411,10881.7037,12234.7968
